Nivå	HTG	HT	GT_nr	Basic type	S_kode	Name	Name_EN	Kortnavn	Beskrivelse	KLG_RE-IA	KLG_RE-ID-KF	KLG_RE-KS	KLG_KA	KLG_IYK	KLG_IP	KLG_BP	KLG_VP	KLG_VE	KLG_AI	KLG_AI-KS	KLG_JP	Pred_Lnr	Naturlandskap	rekkefølge_kjeding_klg
LA	I	IS	9	IS-9	LA-IS-9	Innlandsslettelandskap med hei under skoggrensen med bebygde områder	Inland undulating lower mountain plain with settlements	Innlandsslette med hei og bebyggelse					KLG_KA-2			KLG_BP-1	KLG_VP-1	KLG_VE-2	KLG_AI-2		KLG_JP-1	167	0	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP
LA	I	IS	10	IS-10	LA-IS-10	Innlandsslettelandskap med hei over skoggrensen	Inland undulating mountain plain	Innlandsslette i fjellet med hei      					KLG_KA-2			KLG_BP-1	KLG_VP-1	KLG_VE-3	KLG_AI-1		KLG_JP-1	168	1	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP
LA	I	IS	11	IS-11	LA-IS-11	Innlandsslettelandskap med bart fjell over skoggrensen	Inland undulating barren mountain plain	Innlandsslette i fjellet med bart fjell    					KLG_KA-2			KLG_BP-1	KLG_VP-1	KLG_VE-4	KLG_AI-1		KLG_JP-1	169	1	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP
LA	I	IS	12	IS-12	LA-IS-12	Innlandsslettelandskap med bart fjell over skoggrensen dominert av isbre	Inland undulating barren mountain plain with glacier	Innlandsslette dominert av isbre    					KLG_KA-2			KLG_BP-2	KLG_VP-1	KLG_VE-4	KLG_AI-1		KLG_JP-1	170	1	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP
LA	I	IS	13	IS-13	LA-IS-13	Innlandsslettelandskap under skoggrensen med høyt våtmarkspreg	Inland undulating lowland plain with wetlands	Innlandsslette under skoggrensen med høyt våtmarkspreg      					KLG_KA-2			KLG_BP-1	KLG_VP-2	KLG_VE-1	KLG_AI-1		KLG_JP-1	171	1	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP
LA	I	IS	14	IS-14	LA-IS-14	Innlandsslettelandskap under skoggrensen med høyt våtmarkspreg og bebygde områder	Inland undulating lowland plain with wetlands and settlements	Innlandsslette med høyt våtmarkspreg og bebyggelse  					KLG_KA-2			KLG_BP-1	KLG_VP-2	KLG_VE-1	KLG_AI-2		KLG_JP-1	172	0	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP
LA	I	IS	15	IS-15	LA-IS-15	Innlandsslettelandskap under skoggrensen med høyt våtmarkspreg, bebygde områder og jordbruksdominans	Inland undulating lowland plain with wetlands and settlements and agriculture	Innlandsslette med høyt våtmarkspreg, bebyggelse og jordbruksdominans					KLG_KA-2			KLG_BP-1	KLG_VP-2	KLG_VE-1	KLG_AI-2		KLG_JP-2	173	0	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP
LA	I	IS	16	IS-16	LA-IS-16	Innlandsslettelandskap under skoggrensen med høyt våtmarkspreg og tett bebyggelse 	Inland undulating lowland plain with wetlands and village	Innlandsslette med høyt våtmarkspreg og tett bebyggelse   					KLG_KA-2			KLG_BP-1	KLG_VP-2	KLG_VE-1	KLG_AI-3		KLG_JP-1	174	0	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP
LA	I	IS	17	IS-17	LA-IS-17	Innlandsslettelandskap med hei under skoggrensen med høyt våtmarkspreg	Inland undulating lower mountain plain with wetlands	Innlandsslette under skoggrensen med hei og høyt våtmarkspreg      					KLG_KA-2			KLG_BP-1	KLG_VP-2	KLG_VE-2	KLG_AI-1		KLG_JP-1	175	1	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP
LA	I	IS	18	IS-18	LA-IS-18	Innlandsslettelandskap med hei over skoggrensen med høyt våtmarkspreg	Inland undulating mountain plain with wetlands	Innlandsslette i fjellet med hei og høyt våtmarkspreg      					KLG_KA-2			KLG_BP-1	KLG_VP-2	KLG_VE-3	KLG_AI-1		KLG_JP-1	176	1	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP
LA	I	IS	19	IS-19	LA-IS-19	Innlandsslettelandskap med bart fjell over skoggrensen med høyt våtmarkspreg	Inland undulating barren mountain plain with wetlands	Innlandsslette i fjellet med bart fjell og høyt våtmarkspreg      					KLG_KA-2			KLG_BP-1	KLG_VP-2	KLG_VE-4	KLG_AI-1		KLG_JP-1	177	1	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP
LA	I	IS	20	IS-20	LA-IS-20	Kystnært innlandsslettelandskap under skoggrensen	Coast-near undulating lowland plain	Kystnær innlandsslette under skoggrensen        					KLG_KA-1			KLG_BP-1	KLG_VP-1	KLG_VE-1	KLG_AI-1		KLG_JP-1	178	1	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP
LA	I	IS	21	IS-21	LA-IS-21	Kystnært innlandsslettelandskap under skoggrensen med bebygde områder	Coast-near undulating lowland plain with settlements	Kystnær innlandsslette med bebyggelse					KLG_KA-1			KLG_BP-1	KLG_VP-1	KLG_VE-1	KLG_AI-2		KLG_JP-1	179	0	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP
LA	I	IS	22	IS-22	LA-IS-22	Kystnært innlandsslettelandskap under skoggrensen med bebygde områder og jordbruksdominans	Coast-near undulating lowland plain with settlements and agriculture	Kystnær innlandsslette med bebyggelse og jordbruksdominans					KLG_KA-1			KLG_BP-1	KLG_VP-1	KLG_VE-1	KLG_AI-2		KLG_JP-2	180	0	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP
LA	I	IS	23	IS-23	LA-IS-23	Kystnært innlandsslettelandskap under skoggrensen med tett bebyggelse 	Coast-near undulating lowland plain with village	Kystnær innlandsslette med tett bebyggelse   					KLG_KA-1			KLG_BP-1	KLG_VP-1	KLG_VE-1	KLG_AI-3		KLG_JP-1	181	0	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP
LA	I	IS	24	IS-24	LA-IS-24	Kystnært innlandsslettelandskap under skoggrensen med tett bebyggelse  og jordbruksdominans	Coast-near undulating lowland plain with village and agriculture	Kystnær innlandsslette med tett bebyggelse  og jordbruksdominans					KLG_KA-1			KLG_BP-1	KLG_VP-1	KLG_VE-1	KLG_AI-3		KLG_JP-2	182	0	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP
LA	I	IS	25	IS-25	LA-IS-25	Kystnært innlandsslettelandskap under skoggrensen med by	Coast-near undulating lowland plain with city	Kystnær innlandsslette med by  					KLG_KA-1			KLG_BP-1	KLG_VP-1	KLG_VE-1	KLG_AI-4		KLG_JP-1	183	0	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP
LA	I	IS	26	IS-26	LA-IS-26	Kystnært innlandsslettelandskap med hei under skoggrensen	Coast-near undulating lower mountain plain	Kystnær innlandsslette under skoggrensen med hei					KLG_KA-1			KLG_BP-1	KLG_VP-1	KLG_VE-2	KLG_AI-1		KLG_JP-1	184	1	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP
LA	I	IS	27	IS-27	LA-IS-27	Kystnært innlandsslettelandskap med hei over skoggrensen	Coast-near undulating mountain plain	Kystnær innlandsslette i fjellet med hei					KLG_KA-1			KLG_BP-1	KLG_VP-1	KLG_VE-3	KLG_AI-1		KLG_JP-1	185	1	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP
LA	I	IS	28	IS-28	LA-IS-28	Kystnært innlandsslettelandskap med bart fjell over skoggrensen	Coast-near undulating barren mountain plain	Kystnær innlandsslette i fjellet med bart fjell					KLG_KA-1			KLG_BP-1	KLG_VP-1	KLG_VE-4	KLG_AI-1		KLG_JP-1	186	1	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP
LA	I	IS	29	IS-29	LA-IS-29	Kystnært innlandsslettelandskap med bart fjell over skoggrensen dominert av isbre	Coast-near undulating barren mountain plain with glacier	Kystnær innlandsslette dominert av isbre    					KLG_KA-1			KLG_BP-2	KLG_VP-1	KLG_VE-4	KLG_AI-1		KLG_JP-1	187	1	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP
LA	I	IS	30	IS-30	LA-IS-30	Kystnært innlandsslettelandskap under skoggrensen med høyt våtmarkspreg	Coast-near undulating lowland plain with wetlands	Kystnær innlandsslette under skoggrensen med høyt våtmarkspreg      					KLG_KA-1			KLG_BP-1	KLG_VP-2	KLG_VE-1	KLG_AI-1		KLG_JP-1	188	1	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP
LA	I	IS	31	IS-31	LA-IS-31	Kystnært innlandsslettelandskap under skoggrensen med høyt våtmarkspreg og jordbruksdominans	Coast-near undulating lowland plain with wetlands and agriculture	Kystnær innlandsslette med høyt våtmarkspreg og jordbruksdominans					KLG_KA-1			KLG_BP-1	KLG_VP-2	KLG_VE-1	KLG_AI-1		KLG_JP-2	189	1	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP
LA	I	IS	32	IS-32	LA-IS-32	Kystnært innlandsslettelandskap under skoggrensen med høyt våtmarkspreg og bebygde områder	Coast-near undulating lowland plain with wetlands and settlements	Kystnær innlandsslette med høyt våtmarkspreg og bebyggelse					KLG_KA-1			KLG_BP-1	KLG_VP-2	KLG_VE-1	KLG_AI-2		KLG_JP-1	190	0	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP
LA	I	IS	33	IS-33	LA-IS-33	Kystnært innlandsslettelandskap under skoggrensen med høyt våtmarkspreg , bebygde områder og jordbruksdominans	Coast-near undulating lowland plain with wetlands and settlements and agriculture	Kystnær innlandsslette med høyt våtmarkspreg, bebyggelse og jordbruksdominans					KLG_KA-1			KLG_BP-1	KLG_VP-2	KLG_VE-1	KLG_AI-2		KLG_JP-2	191	0	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP
LA	I	IS	34	IS-34	LA-IS-34	Kystnært innlandsslettelandskap med hei under skoggrensen med høyt våtmarkspreg	Coast-near undulating lower mountain plain with wetlands	Kystnær innlandsslette under skoggrensen med hei og høyt våtmarkspreg      					KLG_KA-1			KLG_BP-1	KLG_VP-2	KLG_VE-2	KLG_AI-1		KLG_JP-1	192	1	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP
LA	I	IS	35	IS-35	LA-IS-35	Kystnært innlandsslettelandskap med hei over skoggrensen med høyt våtmarkspreg	Coast-near undulating mountain plain with wetlands	Kystnær innlandsslette i fjellet med hei og høyt våtmarkspreg      					KLG_KA-1			KLG_BP-1	KLG_VP-2	KLG_VE-3	KLG_AI-1		KLG_JP-1	193	1	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP
LA	I	IS	36	IS-36	LA-IS-36	Kystnært innlandsslettelandskap med bart fjell over skoggrensen med høyt våtmarkspreg	Coast-near undulating barren mountain plain with wetlands	Kystnær innlandsslette i fjellet med bart fjell og høyt våtmarkspreg      					KLG_KA-1			KLG_BP-1	KLG_VP-2	KLG_VE-4	KLG_AI-1		KLG_JP-1	194	1	KLG_KA,KLG_VE,KLG_VP,KLG_BP,KLG_AI,KLG_JP
LA	K	KF	1	KF-1	LA-KF-1	Åpent fjordlandskap	Open fjord	Åpent fjordlandskap			KLG_RE-ID-KF-1						KLG_VP-1		KLG_AI-1		KLG_JP-1	195	1	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP
LA	K	KF	2	KF-2	LA-KF-2	Åpent fjordlandskap med bebygde områder	Open fjord with settlements	Åpent fjordlandskap med bebyggelse			KLG_RE-ID-KF-1						KLG_VP-1		KLG_AI-2		KLG_JP-1	196	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP
LA	K	KF	3	KF-3	LA-KF-3	Åpent fjordlandskap med bebygde områder og jorbruksdominans	Open fjord with settlements and agriculture	Åpent fjordlandskap med bebyggelse og jorbruksdominans			KLG_RE-ID-KF-1						KLG_VP-1		KLG_AI-2		KLG_JP-2	197	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP
LA	K	KF	4	KF-4	LA-KF-4	Åpent fjordlandskap med tett bebyggelse 	Open fjord with village	Åpent fjordlandskap med tett bebyggelse   			KLG_RE-ID-KF-1						KLG_VP-1		KLG_AI-3		KLG_JP-1	198	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP
LA	K	KF	5	KF-5	LA-KF-5	Åpent fjordlandskap med by	Open fjord with city	Åpent fjordlandskap med by  			KLG_RE-ID-KF-1						KLG_VP-1		KLG_AI-4		KLG_JP-1	199	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP
LA	K	KF	6	KF-6	LA-KF-6	Åpent fjordlandskap med høyt våtmarkspreg	Open fjord with wetlands	Åpent fjordlandskap med høyt våtmarkspreg    			KLG_RE-ID-KF-1						KLG_VP-2		KLG_AI-1		KLG_JP-1	200	1	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP
LA	K	KF	7	KF-7	LA-KF-7	Åpent fjordlandskap med høyt våtmarkspreg og bebygde områder	Open fjord with wetlands and settlements	Åpent fjordlandskap med høyt våtmarkspreg og bebyggelse			KLG_RE-ID-KF-1						KLG_VP-2		KLG_AI-2		KLG_JP-1	201	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP
LA	K	KF	8	KF-8	LA-KF-8	Relativet åpent fjordlandskap	Relatively open fjord	Relativt åpent fjordlandskap   			KLG_RE-ID-KF-2						KLG_VP-1		KLG_AI-1		KLG_JP-1	202	1	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP
LA	K	KF	9	KF-9	LA-KF-9	Relativet åpent fjordlandskap med bebygde områder	Relatively open fjord with settlements	Relativt åpent fjordlandskap med bebyggelse			KLG_RE-ID-KF-2						KLG_VP-1		KLG_AI-2		KLG_JP-1	203	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP
LA	K	KF	10	KF-10	LA-KF-10	Relativet åpent fjordlandskap med bebygde områder og jorbruksdominans	Relatively open fjord with settlements and agriculture	Relativt åpent fjordlandskap med bebyggelse og jorbruksdominans			KLG_RE-ID-KF-2						KLG_VP-1		KLG_AI-2		KLG_JP-2	204	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP
LA	K	KF	11	KF-11	LA-KF-11	Relativet åpent fjordlandskap med tett bebyggelse 	Relatively open fjord with village	Relativt åpent fjordlandskap med tett bebyggelse   			KLG_RE-ID-KF-2						KLG_VP-1		KLG_AI-3		KLG_JP-1	205	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP
LA	K	KF	12	KF-12	LA-KF-12	Relativet åpent fjordlandskap med tett bebyggelse  og jorbruksdominans	Relatively open fjord with village and agriculture	Relativt åpent fjordlandskap med tett bebyggelse  og jorbruksdominans			KLG_RE-ID-KF-2						KLG_VP-1		KLG_AI-3		KLG_JP-2	206	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP
LA	K	KF	13	KF-13	LA-KF-13	Relativet åpent fjordlandskap med by	Relatively open fjord with city	Relativt åpent fjordlandskap med by  			KLG_RE-ID-KF-2						KLG_VP-1		KLG_AI-4		KLG_JP-1	207	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP
LA	K	KF	14	KF-14	LA-KF-14	Relativet åpent fjordlandskap med høyt våtmarkspreg	Relatively open fjord with wetlands	Relativt åpent fjordlandskap med høyt våtmarkspreg    			KLG_RE-ID-KF-2						KLG_VP-2		KLG_AI-1		KLG_JP-1	208	1	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP
LA	K	KF	15	KF-15	LA-KF-15	Relativet åpent fjordlandskap med høyt våtmarkspreg og bebygde områder	Relatively open fjord with wetlands and settlements	Relativt åpent fjordlandskap med høyt våtmarkspreg og bebyggelse			KLG_RE-ID-KF-2						KLG_VP-2		KLG_AI-2		KLG_JP-1	209	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP
LA	K	KF	16	KF-16	LA-KF-16	Relativet åpent fjordlandskap med høyt våtmarkspreg og tett bebyggelse 	Relatively open fjord with wetlands and village	Relativt åpent fjordlandskap med høyt våtmarkspreg og tett bebyggelse   			KLG_RE-ID-KF-2						KLG_VP-2		KLG_AI-3		KLG_JP-1	210	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP
LA	K	KF	17	KF-17	LA-KF-17	Nedskåret fjordlandskap	Steep sided fjord	Nedskåret fjordlandskap			KLG_RE-ID-KF-3						KLG_VP-1		KLG_AI-1		KLG_JP-1	211	1	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP
LA	K	KF	18	KF-18	LA-KF-18	Nedskåret fjordlandskap med bebygde områder	Steep sided fjord with settlements	Nedskåret fjordlandskap med bebyggelse			KLG_RE-ID-KF-3						KLG_VP-1		KLG_AI-2		KLG_JP-1	212	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP
LA	K	KF	19	KF-19	LA-KF-19	Nedskåret fjordlandskap med bebygde områder og jorbruksdominans	Steep sided fjord with settlements and agriculture	Nedskåret fjordlandskap med bebyggelse og jorbruksdominans			KLG_RE-ID-KF-3						KLG_VP-1		KLG_AI-2		KLG_JP-2	213	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP
LA	K	KF	20	KF-20	LA-KF-20	Nedskåret fjordlandskap med tett bebyggelse 	Steep sided fjord with village	Nedskåret fjordlandskap med tett bebyggelse   			KLG_RE-ID-KF-3						KLG_VP-1		KLG_AI-3		KLG_JP-1	214	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP
LA	K	KF	21	KF-21	LA-KF-21	Nedskåret fjordlandskap med tett bebyggelse  og jorbruksdominans	Steep sided fjord with village and agriculture	Nedskåret fjordlandskap med tett bebyggelse  og jorbruksdominans			KLG_RE-ID-KF-3						KLG_VP-1		KLG_AI-3		KLG_JP-2	215	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP
LA	K	KF	22	KF-22	LA-KF-22	Nedskåret fjordlandskap med høyt våtmarkspreg	Steep sided fjord with wetlands	Nedskåret fjordlandskap med høyt våtmarkspreg    			KLG_RE-ID-KF-3						KLG_VP-2		KLG_AI-1		KLG_JP-1	216	1	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP
LA	K	KF	23	KF-23	LA-KF-23	Nedskåret fjordlandskap med høyt våtmarkspreg og bebygde områder	Steep sided fjord with wetlands and settlements	Nedskåret fjordlandskap med høyt våtmarkspreg og bebyggelse			KLG_RE-ID-KF-3						KLG_VP-2		KLG_AI-2		KLG_JP-1	217	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP
LA	K	KF	24	KF-24	LA-KF-24	Dypt nedskåret fjordlandskap	Narrow and steep sided fjord	Dypt nedskåret fjordlandskap      			KLG_RE-ID-KF-4						KLG_VP-1		KLG_AI-1		KLG_JP-1	218	1	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP
LA	K	KF	25	KF-25	LA-KF-25	Dypt nedskåret fjordlandskap med bebygde områder	Narrow and steep sided fjord with settlements	Dypt nedskåret fjordlandskap med bebyggelse			KLG_RE-ID-KF-4						KLG_VP-1		KLG_AI-2		KLG_JP-1	219	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP
LA	K	KF	26	KF-26	LA-KF-26	Dypt nedskåret fjordlandskap med tett bebyggelse 	Narrow and steep sided fjord with village	Dypt nedskåret fjordlandskap med tett bebyggelse   			KLG_RE-ID-KF-4						KLG_VP-1		KLG_AI-3		KLG_JP-1	220	0	KLG_RE-ID-KF,KLG_VP,KLG_AI,KLG_JP
LA	K	KS	1	KS-1	LA-KS-1	Skjermet indre kystslettelandskap	Protected inner coastal plain	Indre kystslette      				KLG_RE-KS-1		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-1	KLG_JP-1	221	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	2	KS-2	LA-KS-2	Skjermet indre kystslettelandskap med jordbruksdominans	Protected inner coastal plain with agriculture	Indre kystslette med jordbruksdominans				KLG_RE-KS-1		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-1	KLG_JP-2	222	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	3	KS-3	LA-KS-3	Skjermet indre kystslettelandskap med tett bebyggelse 	Protected inner coastal plain with village	Indre kystslette med tett bebyggelse    				KLG_RE-KS-1		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-2	KLG_JP-1	223	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	4	KS-4	LA-KS-4	Skjermet indre kystslettelandskap med tett bebyggelse  og jordbruksdominans	Protected inner coastal plain with village and agriculture	Indre kystslette med tett bebyggelse  og jordbruksdominans				KLG_RE-KS-1		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-2	KLG_JP-2	224	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	5	KS-5	LA-KS-5	Skjermet indre kystslettelandskap med by	Protected inner coastal plain with city	Indre kystslette med by   				KLG_RE-KS-1		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-3	KLG_JP-1	225	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	6	KS-6	LA-KS-6	Skjermet indre kystslettelandskap med høyt våtmarkspreg	Protected inner coastal plain with wetland	Indre kystslette med høyt våtmarkspreg     				KLG_RE-KS-1		KLG_IYK-1			KLG_VP-2			KLG_AI-KS-1	KLG_JP-1	226	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	7	KS-7	LA-KS-7	Skjermet indre kystslettelandskap med høyt våtmarkspreg og jordbruksdominans	Protected inner coastal plain with wetland and agriculture	Indre kystslette med høyt våtmarkspreg og jordbruksdominans				KLG_RE-KS-1		KLG_IYK-1			KLG_VP-2			KLG_AI-KS-1	KLG_JP-2	227	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	8	KS-8	LA-KS-8	Skjermet indre kystslettelandskap med høyt våtmarkspreg med tett bebyggelse 	Protected inner coastal plain with wetland with village	Indre kystslette med høyt våtmarkspreg og tett bebyggelse    				KLG_RE-KS-1		KLG_IYK-1			KLG_VP-2			KLG_AI-KS-2	KLG_JP-1	228	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	9	KS-9	LA-KS-9	Skjermet indre slakt til småkupert kystslettelandskap	Protected inner undulating coastal plain	Indre småkupert kystslette      				KLG_RE-KS-2		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-1	KLG_JP-1	229	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	10	KS-10	LA-KS-10	Skjermet indre slakt til småkupert kystslettelandskap med jordbruksdominans	Protected inner undulating coastal plain with agriculture	Indre småkupert kystslette med jordbruksdominans				KLG_RE-KS-2		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-1	KLG_JP-2	230	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
