Nivå	HTG	HT	GT_nr	Basic type	S_kode	Name	Name_EN	Kortnavn	Beskrivelse	KLG_RE-IA	KLG_RE-ID-KF	KLG_RE-KS	KLG_KA	KLG_IYK	KLG_IP	KLG_BP	KLG_VP	KLG_VE	KLG_AI	KLG_AI-KS	KLG_JP	Pred_Lnr	Naturlandskap	rekkefølge_kjeding_klg
LA	K	KS	11	KS-11	LA-KS-11	Skjermet indre slakt til småkupert kystslettelandskap med tett bebyggelse 	Protected inner undulating coastal plain with village	Indre småkupert kystslette med tett bebyggelse    				KLG_RE-KS-2		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-2	KLG_JP-1	231	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	12	KS-12	LA-KS-12	Skjermet indre slakt til småkupert kystslettelandskap med tett bebyggelse  og jordbruksdominans	Protected inner undulating coastal plain with village and agriculture	Indre småkupert kystslette med tett bebyggelse  og jordbruksdominans				KLG_RE-KS-2		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-2	KLG_JP-2	232	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	13	KS-13	LA-KS-13	Skjermet indre slakt til småkupert kystslettelandskap med by	Protected inner undulating coastal plain with city	Indre småkupert kystslette med by   				KLG_RE-KS-2		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-3	KLG_JP-1	233	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	14	KS-14	LA-KS-14	Skjermet indre slakt til småkupert kystslettelandskap med by og jordbruksdominans	Protected inner undulating coastal plain with city and agriculture	Indresmåkupert kystslette med by og jordbruksdominans				KLG_RE-KS-2		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-3	KLG_JP-2	234	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	15	KS-15	LA-KS-15	Skjermet indre slakt til småkupert kystslettelandskap med høyt våtmarkspreg	Protected inner undulating coastal plain with wetland	Indre småkupert kystslette med høyt våtmarkspreg     				KLG_RE-KS-2		KLG_IYK-1			KLG_VP-2			KLG_AI-KS-1	KLG_JP-1	235	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	16	KS-16	LA-KS-16	Skjermet indre slakt til småkupert kystslettelandskap med høyt våtmarkspreg og jordbruksdominans	Protected inner undulating coastal plain with wetland and agriculture	Indre småkupert kystslette med høyt våtmarkspreg og jordbruksdominans				KLG_RE-KS-2		KLG_IYK-1			KLG_VP-2			KLG_AI-KS-1	KLG_JP-2	236	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	17	KS-17	LA-KS-17	Skjermet indre kystslettelandskap med bratte åser, restfjell, klipper og stup	Protected inner rugged coastal plain	Indre kystslette med bratt fjell				KLG_RE-KS-3		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-1	KLG_JP-1	237	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	18	KS-18	LA-KS-18	Skjermet indre kystslettelandskap med bratte åser, restfjell, klipper og stup med jordbruksdominans	Protected inner rugged coastal plain with agriculture	Indre kystslette med bratt fjell og jordbruksdominans				KLG_RE-KS-3		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-1	KLG_JP-2	238	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	19	KS-19	LA-KS-19	Skjermet indre kystslettelandskap med bratte åser, restfjell, klipper og stup med tett bebyggelse 	Protected inner rugged coastal plain with village	Indre kystslette med bratt fjell og tett bebyggelse    				KLG_RE-KS-3		KLG_IYK-1			KLG_VP-1			KLG_AI-KS-2	KLG_JP-1	239	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	20	KS-20	LA-KS-20	Skjermet indre kystslettelandskap med bratte åser, restfjell, klipper og stup med høyt våtmarkspreg	Protected inner rugged coastal plain with wetland	Indre kystslette med bratt fjell og høyt våtmarkspreg     				KLG_RE-KS-3		KLG_IYK-1			KLG_VP-2			KLG_AI-KS-1	KLG_JP-1	240	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	21	KS-21	LA-KS-21	Middels eksponert ytre kystslettelandskap	Moderately wave-exposed coastal plain	Middels eksponert kystslette      				KLG_RE-KS-1		KLG_IYK-2			KLG_VP-1			KLG_AI-KS-1	KLG_JP-1	241	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	22	KS-22	LA-KS-22	Middels eksponert ytre kystslettelandskap med jordbruksdominans	Moderately wave-exposed coastal plain with agriculture	Middels eksponert kystslette med jordbruksdominans				KLG_RE-KS-1		KLG_IYK-2			KLG_VP-1			KLG_AI-KS-1	KLG_JP-2	242	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	23	KS-23	LA-KS-23	Middels eksponert ytre kystslettelandskap med tett bebyggelse 	Moderately wave-exposed coastal plain with village	Middels eksponert kystslette med tett bebyggelse    				KLG_RE-KS-1		KLG_IYK-2			KLG_VP-1			KLG_AI-KS-2	KLG_JP-1	243	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	24	KS-24	LA-KS-24	Middels eksponert ytre kystslettelandskap med tett bebyggelse  og jordbruksdominans	Moderately wave-exposed coastal plain with village and agriculture	Middels eksponert kystslette med tett bebyggelse  og jordbruksdominans				KLG_RE-KS-1		KLG_IYK-2			KLG_VP-1			KLG_AI-KS-2	KLG_JP-2	244	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	25	KS-25	LA-KS-25	Middels eksponert ytre kystslettelandskap med by	Moderately wave-exposed coastal plain with city	Middels eksponert kystslette med by   				KLG_RE-KS-1		KLG_IYK-2			KLG_VP-1			KLG_AI-KS-3	KLG_JP-1	245	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	26	KS-26	LA-KS-26	Middels eksponert ytre kystslettelandskap med høyt våtmarkspreg	Moderately wave-exposed coastal plain with wetland	Middels eksponert kystslette med høyt våtmarkspreg     				KLG_RE-KS-1		KLG_IYK-2			KLG_VP-2			KLG_AI-KS-1	KLG_JP-1	246	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	27	KS-27	LA-KS-27	Middels eksponert ytre slakt til småkupert kystslettelandskap	Moderately wave-exposed undulating coastal plain	Middels eksponert og småkupert kystslette      				KLG_RE-KS-2		KLG_IYK-2			KLG_VP-1			KLG_AI-KS-1	KLG_JP-1	247	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	28	KS-28	LA-KS-28	Middels eksponert ytre slakt til småkupert kystslettelandskap med jordbruksdominans	Moderately wave-exposed undulating coastal plain with agriculture	Middels eksponert og småkupert kystslette med jordbruksdominans				KLG_RE-KS-2		KLG_IYK-2			KLG_VP-1			KLG_AI-KS-1	KLG_JP-2	248	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	29	KS-29	LA-KS-29	Middels eksponert ytre slakt til småkupert kystslettelandskap med tett bebyggelse 	Moderately wave-exposed undulating coastal plain with village	Middels eksponert og småkupert kystslette med tett bebyggelse    				KLG_RE-KS-2		KLG_IYK-2			KLG_VP-1			KLG_AI-KS-2	KLG_JP-1	249	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	30	KS-30	LA-KS-30	Middels eksponert ytre slakt til småkupert kystslettelandskap med tett bebyggelse  og jordbruksdominans	Moderately wave-exposed undulating coastal plain with village and agriculture	Middels eksponert og småkupert kystslette med tett bebyggelse  og jordbruksdominans				KLG_RE-KS-2		KLG_IYK-2			KLG_VP-1			KLG_AI-KS-2	KLG_JP-2	250	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	31	KS-31	LA-KS-31	Middels eksponert ytre slakt til småkupert kystslettelandskap med by	Moderately wave-exposed undulating coastal plain with city	Middels eksponert og småkupert kystslette med by   				KLG_RE-KS-2		KLG_IYK-2			KLG_VP-1			KLG_AI-KS-3	KLG_JP-1	251	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	32	KS-32	LA-KS-32	Middels eksponert ytre slakt til småkupert kystslettelandskap med høyt våtmarkspreg	Moderately wave-exposed undulating coastal plain with wetland	Middels eksponert og småkupert kystslette med høyt våtmarkspreg     				KLG_RE-KS-2		KLG_IYK-2			KLG_VP-2			KLG_AI-KS-1	KLG_JP-1	252	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	33	KS-33	LA-KS-33	Middels eksponert ytre slakt til småkupert kystslettelandskap med høyt våtmarkspreg med tett bebyggelse 	Moderately wave-exposed undulating coastal plain with wetland with village	Middels eksponert og småkupert kystslette med høyt våtmarkspreg og tett bebyggelse    				KLG_RE-KS-2		KLG_IYK-2			KLG_VP-2			KLG_AI-KS-2	KLG_JP-1	253	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	34	KS-34	LA-KS-34	Middels eksponert ytre kystslettelandskap med bratte åser, restfjell, klipper og stup	Moderately wave-exposed rugged coastal plain	Middels eksponert kystslette med bratt fjell				KLG_RE-KS-3		KLG_IYK-2			KLG_VP-1			KLG_AI-KS-1	KLG_JP-1	254	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	35	KS-35	LA-KS-35	Middels eksponert ytre kystslettelandskap med bratte åser, restfjell, klipper og stup med jordbruksdominans	Moderately wave-exposed rugged coastal plain with agriculture	Middels eksponert kystslette med bratt fjell og jordbruksdominans				KLG_RE-KS-3		KLG_IYK-2			KLG_VP-1			KLG_AI-KS-1	KLG_JP-2	255	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	36	KS-36	LA-KS-36	Middels eksponert ytre kystslettelandskap med bratte åser, restfjell, klipper og stup med tett bebyggelse 	Moderately wave-exposed rugged coastal plain with village	Middels eksponert kystslette med bratt fjell og tett bebyggelse    				KLG_RE-KS-3		KLG_IYK-2			KLG_VP-1			KLG_AI-KS-2	KLG_JP-1	256	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	37	KS-37	LA-KS-37	Middels eksponert ytre kystslettelandskap med bratte åser, restfjell, klipper og stup med høyt våtmarkspreg og jordbruksdominans	Moderately wave-exposed rugged coastal plain with wetland and agriculture	Middels eksponert kystslette med bratt fjell, høyt våtmarkspreg og jordbruksdominans				KLG_RE-KS-3		KLG_IYK-2			KLG_VP-2			KLG_AI-KS-1	KLG_JP-2	257	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	38	KS-38	LA-KS-38	Eksponert ytre kystslettelandskap	Very wave-exposed outer coastal plain	Eksponert kystslette      				KLG_RE-KS-1		KLG_IYK-3			KLG_VP-1			KLG_AI-KS-1	KLG_JP-1	258	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	39	KS-39	LA-KS-39	Eksponert ytre kystslettelandskap med jordbruksdominans	Very wave-exposed outer coastal plain with agriculture	Eksponert kystslette med jordbruksdominans				KLG_RE-KS-1		KLG_IYK-3			KLG_VP-1			KLG_AI-KS-1	KLG_JP-2	259	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	40	KS-40	LA-KS-40	Eksponert ytre kystslettelandskap med tett bebyggelse 	Very wave-exposed outer coastal plain with village	Eksponert kystslette med tett bebyggelse    				KLG_RE-KS-1		KLG_IYK-3			KLG_VP-1			KLG_AI-KS-2	KLG_JP-1	260	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	41	KS-41	LA-KS-41	Eksponert ytre kystslettelandskap med tett bebyggelse  og jordbruksdominans	Very wave-exposed outer coastal plain with village and agriculture	Eksponert kystslette med tett bebyggelse  og jordbruksdominans				KLG_RE-KS-1		KLG_IYK-3			KLG_VP-1			KLG_AI-KS-2	KLG_JP-2	261	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	42	KS-42	LA-KS-42	Eksponert ytre kystslettelandskap med høyt våtmarkspreg	Very wave-exposed outer coastal plain with wetland	Eksponert kystslette med høyt våtmarkspreg     				KLG_RE-KS-1		KLG_IYK-3			KLG_VP-2			KLG_AI-KS-1	KLG_JP-1	262	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	43	KS-43	LA-KS-43	Eksponert ytre kystslettelandskap med høyt våtmarkspreg med tett bebyggelse 	Very wave-exposed outer coastal plain with wetland with village	Eksponert kystslette med høyt våtmarkspreg og tett bebyggelse    				KLG_RE-KS-1		KLG_IYK-3			KLG_VP-2			KLG_AI-KS-2	KLG_JP-1	263	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	44	KS-44	LA-KS-44	Eksponert ytre slakt til småkupert kystslettelandskap	Very wave-exposed outer undulating coastal plain	Eksponert og småkupert kystslette      				KLG_RE-KS-2		KLG_IYK-3			KLG_VP-1			KLG_AI-KS-1	KLG_JP-1	264	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	45	KS-45	LA-KS-45	Eksponert ytre slakt til småkupert kystslettelandskap med jordbruksdominans	Very wave-exposed outer undulating coastal plain with agriculture	Eksponert og småkupert kystslette med jordbruksdominans				KLG_RE-KS-2		KLG_IYK-3			KLG_VP-1			KLG_AI-KS-1	KLG_JP-2	265	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	46	KS-46	LA-KS-46	Eksponert ytre slakt til småkupert kystslettelandskap med tett bebyggelse 	Very wave-exposed outer undulating coastal plain with village	Eksponert og småkupert kystslette med tett bebyggelse    				KLG_RE-KS-2		KLG_IYK-3			KLG_VP-1			KLG_AI-KS-2	KLG_JP-1	266	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	47	KS-47	LA-KS-47	Eksponert ytre slakt til småkupert kystslettelandskap med tett bebyggelse  og jordbruksdominans	Very wave-exposed outer undulating coastal plain with village and agriculture	Eksponert og småkupert kystslette med tett bebyggelse  og jordbruksdominans				KLG_RE-KS-2		KLG_IYK-3			KLG_VP-1			KLG_AI-KS-2	KLG_JP-2	267	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	48	KS-48	LA-KS-48	Eksponert ytre slakt til småkupert kystslettelandskap med by	Very wave-exposed outer undulating coastal plain with city	Eksponert og småkupert kystslette med by   				KLG_RE-KS-2		KLG_IYK-3			KLG_VP-1			KLG_AI-KS-3	KLG_JP-1	268	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	49	KS-49	LA-KS-49	Eksponert ytre slakt til småkupert kystslettelandskap med høyt våtmarkspreg	Very wave-exposed outer undulating coastal plain with wetland	Eksponert og småkupert kystslette med høyt våtmarkspreg     				KLG_RE-KS-2		KLG_IYK-3			KLG_VP-2			KLG_AI-KS-1	KLG_JP-1	269	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	50	KS-50	LA-KS-50	Eksponert ytre kystslettelandskap med bratte åser, restfjell, klipper og stup	Very wave-exposed outer rugged coastal plain	Eksponert kystslette med bratt fjell				KLG_RE-KS-3		KLG_IYK-3			KLG_VP-1			KLG_AI-KS-1	KLG_JP-1	270	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	51	KS-51	LA-KS-51	Eksponert ytre kystslettelandskap med bratte åser, restfjell, klipper og stup med tett bebyggelse 	Very wave-exposed outer rugged coastal plain with village	Eksponert kystslette med bratt fjell og tett bebyggelse    				KLG_RE-KS-3		KLG_IYK-3			KLG_VP-1			KLG_AI-KS-2	KLG_JP-1	271	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	52	KS-52	LA-KS-52	Svært eksponert ytre kystslettelandskap	Extremely wave-exposed outer coastal plain	Svært eksponert kystslette      				KLG_RE-KS-1		KLG_IYK-4			KLG_VP-1			KLG_AI-KS-1	KLG_JP-1	272	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	53	KS-53	LA-KS-53	Svært eksponert ytre kystslettelandskap med jordbruksdominans	Extremely wave-exposed outer coastal plain with agriculture	Svært eksponert kystslette med jordbruksdominans				KLG_RE-KS-1		KLG_IYK-4			KLG_VP-1			KLG_AI-KS-1	KLG_JP-2	273	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	54	KS-54	LA-KS-54	Svært eksponert ytre kystslettelandskap med tett bebyggelse 	Extremely wave-exposed outer coastal plain with village	Svært eksponert kystslette med tett bebyggelse    				KLG_RE-KS-1		KLG_IYK-4			KLG_VP-1			KLG_AI-KS-2	KLG_JP-1	274	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	55	KS-55	LA-KS-55	Svært eksponert ytre kystslettelandskap med høyt våtmarkspreg	Extremely wave-exposed outer coastal plain with wetland	Svært eksponert kystslette med høyt våtmarkspreg     				KLG_RE-KS-1		KLG_IYK-4			KLG_VP-2			KLG_AI-KS-1	KLG_JP-1	275	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	56	KS-56	LA-KS-56	Svært eksponert ytre kystslettelandskap med høyt våtmarkspreg med tett bebyggelse 	Extremely wave-exposed outer coastal plain with wetland with village	Svært eksponert kystslette med høyt våtmarkspreg og tett bebyggelse    				KLG_RE-KS-1		KLG_IYK-4			KLG_VP-2			KLG_AI-KS-2	KLG_JP-1	276	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	57	KS-57	LA-KS-57	Svært eksponert ytre slakt til småkupert kystslettelandskap	Extremely wave-exposed outer undulating coastal plain	Svært eksponert og småkupert kystslette      				KLG_RE-KS-2		KLG_IYK-4			KLG_VP-1			KLG_AI-KS-1	KLG_JP-1	277	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	58	KS-58	LA-KS-58	Svært eksponert ytre slakt til småkupert kystslettelandskap med tett bebyggelse 	Extremely wave-exposed outer undulating coastal plain with village	Svært eksponert og småkupert kystslette med tett bebyggelse    				KLG_RE-KS-2		KLG_IYK-4			KLG_VP-1			KLG_AI-KS-2	KLG_JP-1	278	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	59	KS-59	LA-KS-59	Svært eksponert ytre slakt til småkupert kystslettelandskap med tett bebyggelse  og jordbruksdominans	Extremely wave-exposed outer undulating coastal plain with village and agriculture	Svært eksponert og småkupert kystslette med tett bebyggelse  og jordbruksdominans				KLG_RE-KS-2		KLG_IYK-4			KLG_VP-1			KLG_AI-KS-2	KLG_JP-2	279	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	60	KS-60	LA-KS-60	Svært eksponert ytre slakt til småkupert kystslettelandskap med by	Extremely wave-exposed outer undulating coastal plain with city	Svært eksponert og småkupert kystslette med by   				KLG_RE-KS-2		KLG_IYK-4			KLG_VP-1			KLG_AI-KS-3	KLG_JP-1	280	0	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	61	KS-61	LA-KS-61	Svært eksponert ytre slakt til småkupert kystslettelandskap med høyt våtmarkspreg	Extremely wave-exposed outer undulating coastal plain with wetland	Svært eksponert og småkupert kystslette med høyt våtmarkspreg     				KLG_RE-KS-2		KLG_IYK-4			KLG_VP-2			KLG_AI-KS-1	KLG_JP-1	281	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	62	KS-62	LA-KS-62	Svært eksponert ytre kystslettelandskap med bratte åser, restfjell, klipper og stup	Extremely wave-exposed outer rugged coastal plain	Svært eksponert kystslette med bratt fjell				KLG_RE-KS-3		KLG_IYK-4			KLG_VP-1			KLG_AI-KS-1	KLG_JP-1	282	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KS	63	KS-63	LA-KS-63	Svært eksponert ytre kystslettelandskap med bratte åser, restfjell, klipper og stup med høyt våtmarkspreg	Extremely wave-exposed outer rugged coastal plain with wetland	Svært eksponert kystslette med bratt fjell og høyt våtmarkspreg     				KLG_RE-KS-3		KLG_IYK-4			KLG_VP-2			KLG_AI-KS-1	KLG_JP-1	283	1	KLG_IYK,KLG_RE-KS,KLG_VP,KLG_AI-KS,KLG_JP
LA	K	KA	1	KA-1	LA-KA-1	Kystås- og kystfjellandskap	Coastal hills- and mountains	Kystås- og kystfjellandskap														284	0	
LA	k	KA			LA-KA	Kystås- og kystfjellandskap	Coastal hills- and mountains	Kystås- og kystfjellandskap	Kystås- og fjellandskap omfatter større konkave og konvekse landformer med kystlinje, med større høydeforskjeller enn 50 meter innenfor et nabolag på 1 kilometer, og som ikke  tilfredsstiller kriteriene for verken fjord eller kystslette. Landformene i ås- og fjelltopplandskap er resultatet av et stort mangfold av geologiske og landformdannende prosesser.															
LA	M	MA			LA-MA	Marine ås- og fjellandskap	Submarine hills and mountains	Marine ås- og fjellandskap	Ås- og fjellandskap som i sin helhet befinner seg under havnivå og der høydeforskjellene innenfor et nabolag på 1 kilometer ikke overstiger 50 meter.															
LA	M	MD			LA-MD	Marine dallandskap	Submarine fjords	Marine dallandskap	Større sammenhengende, langstrakte fordypninger i landskapet som i sin helhet befinner seg under havnivå.															
LA	M	MS			LA-MS	Marine sletter	Submarine deepwater plains	Marine sletter	Slettelandskap som i sin helhet befinner seg under havnivå og der høydeforskjellene innenfor et nabolag på 1 kilometer ikke overstiger 50 meter.															
